epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,317.166,0.53649,0.33935,0.86959,0.99951,1,0.995,0.83036,0.71317,0.34886,0.94135,0.001406,0.001406,0.001406
17,338.472,0.53938,0.34265,0.88048,1,0.99948,0.995,0.82681,0.71494,0.33887,0.93706,0.0013664,0.0013664,0.0013664
18,356.708,0.52865,0.32021,0.8706,0.99271,0.98347,0.99484,0.81649,0.76759,0.35487,0.97102,0.0013268,0.0013268,0.0013268
19,375.525,0.52189,0.32635,0.88591,0.99932,1,0.995,0.81227,0.75604,0.34472,0.97065,0.0012872,0.0012872,0.0012872
20,394.316,0.49929,0.31158,0.87104,0.99932,1,0.995,0.82596,0.72857,0.32407,0.9633,0.0012476,0.0012476,0.0012476
21,413.785,0.50559,0.30102,0.85786,0.99936,1,0.995,0.8344,0.72116,0.32789,0.95472,0.001208,0.001208,0.001208
22,433.681,0.49072,0.30329,0.87395,0.99919,1,0.995,0.83338,0.71519,0.33666,0.9462,0.0011684,0.0011684,0.0011684
23,453.009,0.50156,0.30766,0.86635,0.99053,1,0.995,0.81479,0.72826,0.35338,0.94853,0.0011288,0.0011288,0.0011288
24,472.018,0.51249,0.31904,0.87293,0.99137,1,0.99451,0.84366,0.69496,0.32583,0.9432,0.0010892,0.0010892,0.0010892
25,489.518,0.51032,0.30324,0.86265,0.99966,1,0.995,0.83004,0.6848,0.3187,0.93865,0.0010496,0.0010496,0.0010496
26,509.517,0.48555,0.29983,0.86368,0.99931,1,0.995,0.82467,0.70863,0.32137,0.93802,0.00101,0.00101,0.00101
27,528.053,0.49845,0.30356,0.86118,0.99943,1,0.995,0.81955,0.75592,0.34016,0.95893,0.0009704,0.0009704,0.0009704
28,546.775,0.48378,0.29666,0.86426,0.99953,1,0.995,0.82838,0.73521,0.32693,0.94902,0.0009308,0.0009308,0.0009308
29,566.021,0.49503,0.29019,0.85512,1,0.9995,0.995,0.83266,0.69027,0.31696,0.94196,0.0008912,0.0008912,0.0008912
30,585.56,0.46045,0.28657,0.86542,0.99972,1,0.995,0.82495,0.70859,0.3124,0.94894,0.0008516,0.0008516,0.0008516
31,604.991,0.46339,0.28598,0.86715,0.99942,1,0.995,0.82231,0.71519,0.31058,0.95884,0.000812,0.000812,0.000812
32,626.233,0.47497,0.28802,0.85191,0.99936,1,0.995,0.82576,0.72365,0.32544,0.95029,0.0007724,0.0007724,0.0007724
33,645.368,0.46287,0.2843,0.84515,0.99937,1,0.995,0.83436,0.68319,0.31891,0.93805,0.0007328,0.0007328,0.0007328
34,664.119,0.46576,0.28139,0.84738,0.99944,1,0.995,0.83749,0.69142,0.30423,0.94148,0.0006932,0.0006932,0.0006932
35,684.313,0.45756,0.27929,0.84238,0.99946,1,0.995,0.82603,0.71967,0.31869,0.94642,0.0006536,0.0006536,0.0006536
36,702.914,0.46645,0.28693,0.85345,0.99927,1,0.995,0.82929,0.69528,0.31394,0.93616,0.000614,0.000614,0.000614
37,722.476,0.4479,0.28864,0.86615,0.99914,1,0.995,0.85063,0.66947,0.31138,0.92705,0.0005744,0.0005744,0.0005744
38,742.039,0.42848,0.28252,0.84694,0.99129,1,0.99443,0.8464,0.67843,0.3077,0.92188,0.0005348,0.0005348,0.0005348
39,762.029,0.43893,0.27277,0.86121,0.99935,1,0.995,0.84293,0.68405,0.31292,0.92612,0.0004952,0.0004952,0.0004952
40,784.232,0.43704,0.27468,0.84774,0.9995,1,0.995,0.83096,0.69387,0.29938,0.93411,0.0004556,0.0004556,0.0004556
41,804.434,0.41005,0.26193,0.8442,0.99951,1,0.995,0.8318,0.69967,0.30506,0.94241,0.000416,0.000416,0.000416
42,822.248,0.50229,0.28553,0.88337,0.99974,1,0.995,0.84387,0.69137,0.30201,0.94347,0.0003764,0.0003764,0.0003764
43,841.319,0.41844,0.25483,0.83854,0.9998,1,0.995,0.8373,0.70556,0.30273,0.93782,0.0003368,0.0003368,0.0003368
44,858.307,0.39801,0.25436,0.84951,0.99095,1,0.995,0.84124,0.7047,0.31319,0.93576,0.0002972,0.0002972,0.0002972
45,875.071,0.38873,0.25309,0.84651,0.99165,1,0.99475,0.84199,0.70163,0.30673,0.93519,0.0002576,0.0002576,0.0002576
46,893.341,0.39041,0.25285,0.84222,0.9918,0.99974,0.99467,0.8459,0.69198,0.30089,0.93167,0.000218,0.000218,0.000218
47,910.603,0.38615,0.24604,0.84257,0.9918,0.99969,0.99475,0.84278,0.69336,0.30092,0.93349,0.0001784,0.0001784,0.0001784
48,927.855,0.38491,0.24951,0.84523,0.9918,0.9996,0.99467,0.84517,0.68645,0.29665,0.93297,0.0001388,0.0001388,0.0001388
49,944.957,0.37068,0.24177,0.82443,1,0.99955,0.995,0.83379,0.70832,0.30014,0.93872,9.92e-05,9.92e-05,9.92e-05
50,962.035,0.36665,0.23862,0.83746,0.9918,0.99957,0.99467,0.84631,0.68929,0.29516,0.93197,5.96e-05,5.96e-05,5.96e-05
