epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,271.087,0.55467,0.35395,0.83972,0.99839,1,0.995,0.82457,0.70753,0.33196,0.85944,0.0017426,0.0017426,0.0017426
28,281.449,0.51856,0.32936,0.84108,0.99954,1,0.995,0.82318,0.70725,0.33744,0.85141,0.0017327,0.0017327,0.0017327
29,290.965,0.55676,0.33853,0.8458,0.99976,1,0.995,0.83869,0.70104,0.32743,0.85228,0.0017228,0.0017228,0.0017228
30,300.142,0.54908,0.34684,0.8514,0.99952,1,0.995,0.82962,0.71112,0.32525,0.85861,0.0017129,0.0017129,0.0017129
31,310.338,0.52997,0.34127,0.84458,0.99948,1,0.995,0.82905,0.72506,0.32396,0.86408,0.001703,0.001703,0.001703
32,319.842,0.54741,0.34253,0.84364,1,0.9997,0.995,0.81374,0.7652,0.35487,0.88085,0.0016931,0.0016931,0.0016931
33,329.255,0.55712,0.3493,0.83857,0.99896,1,0.995,0.83933,0.73179,0.35285,0.87269,0.0016832,0.0016832,0.0016832
34,340.211,0.58558,0.34941,0.8499,0.99397,0.99174,0.995,0.83934,0.70595,0.34437,0.87114,0.0016733,0.0016733,0.0016733
35,350.09,0.5325,0.33319,0.83796,0.99119,1,0.995,0.83852,0.71083,0.33162,0.86458,0.0016634,0.0016634,0.0016634
36,358.806,0.53645,0.33191,0.84298,0.99842,1,0.995,0.83393,0.71512,0.34172,0.8735,0.0016535,0.0016535,0.0016535
37,368.955,0.51441,0.3397,0.83365,0.99914,1,0.995,0.83507,0.71715,0.33002,0.86347,0.0016436,0.0016436,0.0016436
38,379.092,0.53373,0.3457,0.84136,1,0.99887,0.995,0.8431,0.70352,0.3179,0.84963,0.0016337,0.0016337,0.0016337
39,387.822,0.51434,0.33492,0.84091,0.98986,0.99174,0.99393,0.83209,0.69973,0.33406,0.84623,0.0016238,0.0016238,0.0016238
40,398.126,0.51107,0.33074,0.83375,0.98291,1,0.99492,0.85144,0.67864,0.32467,0.84243,0.0016139,0.0016139,0.0016139
41,408.406,0.53991,0.34203,0.84209,0.99907,1,0.995,0.82597,0.70142,0.3352,0.85717,0.001604,0.001604,0.001604
42,416.992,0.54782,0.34311,0.84033,0.9996,1,0.995,0.84448,0.66913,0.31504,0.84348,0.0015941,0.0015941,0.0015941
43,427.339,0.50809,0.32442,0.83782,1,0.99965,0.995,0.84773,0.66428,0.32306,0.8372,0.0015842,0.0015842,0.0015842
44,437.575,0.53393,0.33932,0.83396,1,0.99958,0.995,0.84355,0.69536,0.32209,0.84972,0.0015743,0.0015743,0.0015743
45,446.178,0.51452,0.33314,0.8375,1,0.99993,0.995,0.83337,0.70332,0.35011,0.84671,0.0015644,0.0015644,0.0015644
46,456.362,0.51998,0.33435,0.84242,0.99987,1,0.995,0.84161,0.70765,0.31504,0.84913,0.0015545,0.0015545,0.0015545
47,466.516,0.49846,0.32832,0.84667,0.99949,1,0.995,0.83684,0.70477,0.33118,0.85798,0.0015446,0.0015446,0.0015446
48,475.443,0.50036,0.32849,0.83521,1,0.99973,0.995,0.8316,0.70771,0.33425,0.84862,0.0015347,0.0015347,0.0015347
49,485.44,0.5224,0.33775,0.837,0.99933,1,0.995,0.82624,0.7126,0.32502,0.84641,0.0015248,0.0015248,0.0015248
50,495.598,0.5154,0.32895,0.82865,0.99947,1,0.995,0.84247,0.69457,0.31717,0.84948,0.0015149,0.0015149,0.0015149
51,504.999,0.52185,0.33076,0.84695,0.99961,1,0.995,0.83826,0.67194,0.30621,0.8503,0.001505,0.001505,0.001505
52,514.24,0.53524,0.32924,0.83451,0.99958,1,0.995,0.84666,0.6883,0.31873,0.84891,0.0014951,0.0014951,0.0014951
53,524.434,0.50813,0.31528,0.80137,1,0.99991,0.995,0.83142,0.67384,0.31175,0.84002,0.0014852,0.0014852,0.0014852
54,534.034,0.53238,0.32682,0.84436,0.9918,0.99934,0.995,0.83518,0.69995,0.32549,0.84967,0.0014753,0.0014753,0.0014753
55,543.032,0.52928,0.33286,0.83539,1,0.99785,0.995,0.82605,0.70129,0.32747,0.84913,0.0014654,0.0014654,0.0014654
56,553.391,0.48775,0.31849,0.83675,0.99949,1,0.995,0.85017,0.69452,0.30606,0.85012,0.0014555,0.0014555,0.0014555
57,562.929,0.5215,0.32894,0.83433,0.99933,1,0.995,0.84087,0.69054,0.3172,0.84774,0.0014456,0.0014456,0.0014456
58,572.011,0.48914,0.32023,0.82966,0.99915,0.99174,0.995,0.85574,0.69274,0.30722,0.85193,0.0014357,0.0014357,0.0014357
59,582.752,0.50142,0.33367,0.83284,0.98275,1,0.99426,0.84004,0.70093,0.34413,0.85392,0.0014258,0.0014258,0.0014258
60,593.073,0.53174,0.33737,0.83628,0.99932,1,0.995,0.84505,0.69228,0.32425,0.85109,0.0014159,0.0014159,0.0014159
61,601.663,0.50716,0.33164,0.84038,0.9995,1,0.995,0.84062,0.69688,0.32484,0.84822,0.001406,0.001406,0.001406
62,611.795,0.49545,0.3116,0.83542,0.99946,0.99174,0.995,0.84212,0.72017,0.31633,0.85619,0.0013961,0.0013961,0.0013961
63,621.952,0.49325,0.30916,0.82694,0.9918,0.9998,0.995,0.84054,0.70553,0.31195,0.85626,0.0013862,0.0013862,0.0013862
64,630.635,0.4971,0.31339,0.82945,0.99957,1,0.995,0.85546,0.6755,0.30631,0.84827,0.0013763,0.0013763,0.0013763
65,640.965,0.53295,0.33204,0.8388,0.99967,1,0.995,0.84479,0.69915,0.32299,0.84881,0.0013664,0.0013664,0.0013664
66,651.177,0.48787,0.31257,0.83856,0.99973,1,0.995,0.84663,0.68049,0.31053,0.84228,0.0013565,0.0013565,0.0013565
67,659.81,0.47113,0.30309,0.82533,0.9996,1,0.995,0.8328,0.69769,0.30855,0.84633,0.0013466,0.0013466,0.0013466
68,670.135,0.50694,0.32317,0.85629,0.9995,1,0.995,0.84263,0.71343,0.31672,0.85022,0.0013367,0.0013367,0.0013367
69,680.518,0.48486,0.31898,0.83986,0.99797,1,0.995,0.83821,0.71494,0.31923,0.85628,0.0013268,0.0013268,0.0013268
70,689.246,0.49201,0.31129,0.83479,0.99971,1,0.995,0.84461,0.70506,0.30774,0.84718,0.0013169,0.0013169,0.0013169
71,699.367,0.51658,0.32766,0.85961,0.99914,1,0.995,0.84792,0.70642,0.31421,0.85031,0.001307,0.001307,0.001307
72,709.577,0.50972,0.33181,0.83191,1,0.99799,0.995,0.82981,0.703,0.31776,0.85012,0.0012971,0.0012971,0.0012971
73,719.012,0.47781,0.31315,0.82581,0.99967,1,0.995,0.8483,0.66008,0.30076,0.84542,0.0012872,0.0012872,0.0012872
74,728.383,0.48617,0.30823,0.82206,0.99977,1,0.995,0.84302,0.68068,0.30381,0.84545,0.0012773,0.0012773,0.0012773
75,738.678,0.49777,0.30815,0.82911,1,0.99977,0.995,0.83958,0.70673,0.31802,0.84682,0.0012674,0.0012674,0.0012674
76,748.831,0.4652,0.30482,0.82981,0.99959,1,0.995,0.85407,0.68367,0.30331,0.84863,0.0012575,0.0012575,0.0012575
77,757.462,0.45472,0.30023,0.80541,0.99948,1,0.995,0.8368,0.68975,0.30421,0.85001,0.0012476,0.0012476,0.0012476
78,767.81,0.47887,0.30881,0.83283,0.99954,1,0.995,0.84312,0.71378,0.31555,0.85061,0.0012377,0.0012377,0.0012377
79,778.031,0.49732,0.30752,0.84256,0.9998,1,0.995,0.845,0.73653,0.32221,0.85858,0.0012278,0.0012278,0.0012278
80,786.671,0.48441,0.31006,0.82552,1,0.99863,0.995,0.85156,0.69122,0.30247,0.84676,0.0012179,0.0012179,0.0012179
81,797.026,0.48185,0.30488,0.83126,0.99132,1,0.99484,0.85218,0.69656,0.30983,0.84574,0.001208,0.001208,0.001208
82,807.189,0.50206,0.31911,0.82749,0.99605,1,0.995,0.84224,0.69377,0.31028,0.85098,0.0011981,0.0011981,0.0011981
83,815.79,0.45412,0.29071,0.83132,0.99945,1,0.995,0.85212,0.68631,0.30938,0.84808,0.0011882,0.0011882,0.0011882
84,826.73,0.46132,0.29356,0.82349,0.99952,1,0.995,0.83916,0.69249,0.29782,0.8498,0.0011783,0.0011783,0.0011783
85,836.863,0.47544,0.29277,0.81948,0.99943,1,0.995,0.8485,0.67872,0.30456,0.84312,0.0011684,0.0011684,0.0011684
86,845.736,0.47696,0.30526,0.83486,0.99943,1,0.995,0.84383,0.70799,0.31126,0.84645,0.0011585,0.0011585,0.0011585
