epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,148.887,0.72344,0.45402,0.85925,0.99987,1,0.995,0.80695,0.76214,0.39568,0.8831,0.0018614,0.0018614,0.0018614
16,157.253,0.72049,0.44572,0.87713,0.99914,1,0.995,0.80286,0.81416,0.42205,0.89351,0.0018515,0.0018515,0.0018515
17,167.233,0.74891,0.45324,0.88585,0.9918,0.99986,0.99492,0.80622,0.78474,0.42436,0.88257,0.0018416,0.0018416,0.0018416
18,178.09,0.73432,0.46285,0.88175,0.99798,1,0.995,0.80627,0.7709,0.40965,0.87771,0.0018317,0.0018317,0.0018317
19,190.007,0.71731,0.45153,0.88646,0.99853,0.99174,0.995,0.7826,0.78907,0.4177,0.88163,0.0018218,0.0018218,0.0018218
20,199.223,0.7005,0.43333,0.87948,0.99173,0.99156,0.99492,0.81926,0.74339,0.3976,0.87477,0.0018119,0.0018119,0.0018119
21,209.072,0.69494,0.43847,0.86864,0.99038,1,0.99467,0.80469,0.75662,0.3944,0.87365,0.001802,0.001802,0.001802
22,217.796,0.71539,0.43422,0.87443,0.99113,1,0.995,0.81856,0.74881,0.4045,0.87149,0.0017921,0.0017921,0.0017921
23,227.399,0.72942,0.45648,0.87774,0.99891,0.99174,0.995,0.80816,0.76911,0.39887,0.87805,0.0017822,0.0017822,0.0017822
24,237.431,0.72956,0.44433,0.87423,0.99782,1,0.995,0.81551,0.73648,0.3775,0.87824,0.0017723,0.0017723,0.0017723
25,245.948,0.71936,0.43082,0.85706,1,0.99899,0.995,0.8019,0.76543,0.39248,0.88689,0.0017624,0.0017624,0.0017624
26,255.603,0.74254,0.44601,0.88994,0.99179,0.99881,0.995,0.8055,0.73443,0.37319,0.88327,0.0017525,0.0017525,0.0017525
27,265.577,0.72936,0.44452,0.87845,1,0.99977,0.995,0.82313,0.72466,0.37262,0.87803,0.0017426,0.0017426,0.0017426
28,273.803,0.68102,0.41491,0.87105,0.99095,1,0.99492,0.82336,0.774,0.39256,0.88197,0.0017327,0.0017327,0.0017327
29,283.803,0.73285,0.43043,0.88219,0.9918,0.99927,0.995,0.83711,0.69593,0.36841,0.8666,0.0017228,0.0017228,0.0017228
30,294.204,0.68973,0.4333,0.88172,0.9918,0.99915,0.995,0.81835,0.75306,0.4009,0.87889,0.0017129,0.0017129,0.0017129
31,302.604,0.68341,0.42167,0.87817,0.9974,1,0.995,0.83077,0.72063,0.37911,0.87807,0.001703,0.001703,0.001703
32,312.323,0.68936,0.42068,0.87259,0.99154,1,0.995,0.8117,0.75239,0.39317,0.8844,0.0016931,0.0016931,0.0016931
33,322.375,0.66396,0.41429,0.86291,0.9918,0.9992,0.99189,0.81244,0.74407,0.38756,0.87495,0.0016832,0.0016832,0.0016832
34,331.285,0.70887,0.41076,0.88362,0.99724,0.99174,0.995,0.84031,0.69277,0.38091,0.87282,0.0016733,0.0016733,0.0016733
35,340.662,0.67705,0.40857,0.86798,0.9918,0.99942,0.995,0.82955,0.74404,0.40796,0.87829,0.0016634,0.0016634,0.0016634
36,350.987,0.66798,0.40855,0.86881,0.99179,0.99871,0.99492,0.82234,0.73414,0.37163,0.87642,0.0016535,0.0016535,0.0016535
37,359.886,0.66249,0.40922,0.86413,0.99906,1,0.995,0.82935,0.71732,0.3607,0.87333,0.0016436,0.0016436,0.0016436
38,369.88,0.667,0.42874,0.86594,0.99931,1,0.995,0.81818,0.72488,0.37805,0.86848,0.0016337,0.0016337,0.0016337
39,380.159,0.6936,0.42341,0.87296,0.99921,1,0.995,0.83178,0.70949,0.38519,0.86367,0.0016238,0.0016238,0.0016238
40,390.77,0.69809,0.41017,0.86506,0.99947,1,0.995,0.82148,0.75675,0.39043,0.86616,0.0016139,0.0016139,0.0016139
41,399.587,0.67607,0.41877,0.87047,0.99949,1,0.995,0.8335,0.70462,0.37358,0.85934,0.001604,0.001604,0.001604
42,410.203,0.66716,0.40995,0.86463,0.99932,1,0.995,0.82458,0.69144,0.34909,0.85707,0.0015941,0.0015941,0.0015941
43,420.709,0.64834,0.39082,0.85999,0.99531,1,0.995,0.83773,0.69806,0.3598,0.85488,0.0015842,0.0015842,0.0015842
44,429.397,0.65516,0.41238,0.86173,0.99946,1,0.995,0.82714,0.70155,0.35189,0.85317,0.0015743,0.0015743,0.0015743
45,439.852,0.64362,0.40028,0.8645,0.99954,1,0.995,0.83797,0.71174,0.35311,0.85376,0.0015644,0.0015644,0.0015644
46,450.314,0.65018,0.40283,0.87005,0.99853,1,0.995,0.81527,0.73211,0.37499,0.85859,0.0015545,0.0015545,0.0015545
47,459.177,0.64988,0.40973,0.87242,0.99788,1,0.995,0.83563,0.70811,0.36248,0.86017,0.0015446,0.0015446,0.0015446
48,469.29,0.66076,0.40059,0.86273,0.99925,1,0.995,0.83668,0.71235,0.36548,0.85779,0.0015347,0.0015347,0.0015347
49,479.578,0.68201,0.41215,0.86672,0.99906,1,0.995,0.81364,0.70752,0.35628,0.8585,0.0015248,0.0015248,0.0015248
50,488.477,0.66012,0.41434,0.85485,0.99769,1,0.995,0.82142,0.72557,0.3898,0.86668,0.0015149,0.0015149,0.0015149
51,498.089,0.65868,0.40587,0.88744,0.99906,1,0.995,0.82123,0.70906,0.35538,0.8674,0.001505,0.001505,0.001505
52,508.119,0.62071,0.38528,0.85302,0.99956,1,0.995,0.82441,0.73624,0.37233,0.87869,0.0014951,0.0014951,0.0014951
53,516.534,0.61584,0.3817,0.82333,0.99938,1,0.995,0.82163,0.71168,0.34458,0.87168,0.0014852,0.0014852,0.0014852
54,526.332,0.6412,0.38559,0.86633,0.98284,1,0.99475,0.83542,0.71355,0.36588,0.86209,0.0014753,0.0014753,0.0014753
55,536.356,0.64412,0.39263,0.85857,0.9911,1,0.99475,0.82213,0.73105,0.36255,0.86519,0.0014654,0.0014654,0.0014654
56,545.255,0.63486,0.39327,0.8614,0.99115,0.99174,0.99492,0.82881,0.68772,0.36754,0.85788,0.0014555,0.0014555,0.0014555
57,554.79,0.63011,0.38715,0.85977,0.99916,1,0.995,0.83824,0.69516,0.35091,0.85633,0.0014456,0.0014456,0.0014456
58,564.891,0.61448,0.38328,0.85114,0.99918,1,0.995,0.84079,0.68809,0.35319,0.86259,0.0014357,0.0014357,0.0014357
59,573.717,0.63722,0.40055,0.85807,0.99898,1,0.995,0.82612,0.70391,0.36327,0.85717,0.0014258,0.0014258,0.0014258
60,583.335,0.66763,0.3914,0.86216,0.9994,1,0.995,0.82506,0.73735,0.36421,0.86728,0.0014159,0.0014159,0.0014159
61,593.611,0.64119,0.39285,0.86408,0.99941,1,0.995,0.82535,0.73531,0.36075,0.86978,0.001406,0.001406,0.001406
62,602.357,0.62819,0.37755,0.85716,0.98971,1,0.995,0.82509,0.71276,0.35689,0.86049,0.0013961,0.0013961,0.0013961
63,611.863,0.62905,0.37369,0.85298,0.99281,1,0.995,0.84485,0.7024,0.34873,0.86376,0.0013862,0.0013862,0.0013862
64,621.995,0.62226,0.38356,0.85429,0.9944,1,0.995,0.8342,0.73776,0.36206,0.87102,0.0013763,0.0013763,0.0013763
65,630.671,0.65989,0.3781,0.87203,0.99945,1,0.995,0.84636,0.71519,0.3451,0.85644,0.0013664,0.0013664,0.0013664
66,640.28,0.60578,0.36674,0.85997,0.99947,1,0.995,0.84339,0.69512,0.32967,0.85138,0.0013565,0.0013565,0.0013565
67,650.34,0.61321,0.37026,0.84808,0.9995,1,0.995,0.81117,0.72502,0.34993,0.8543,0.0013466,0.0013466,0.0013466
68,658.989,0.65999,0.39514,0.8869,0.99855,1,0.995,0.84008,0.716,0.35592,0.85529,0.0013367,0.0013367,0.0013367
69,668.83,0.62529,0.38262,0.86402,0.99122,1,0.995,0.83005,0.70635,0.36196,0.86119,0.0013268,0.0013268,0.0013268
70,678.909,0.63919,0.3769,0.85895,0.99993,1,0.995,0.83966,0.70664,0.33847,0.85481,0.0013169,0.0013169,0.0013169
71,687.951,0.63331,0.37329,0.8836,1,0.99951,0.995,0.83741,0.70088,0.33014,0.85258,0.001307,0.001307,0.001307
72,697.389,0.62044,0.39122,0.85004,0.99932,1,0.995,0.84393,0.68831,0.33788,0.85492,0.0012971,0.0012971,0.0012971
73,707.855,0.58742,0.36018,0.84593,0.9951,0.99174,0.995,0.84704,0.69958,0.34809,0.85811,0.0012872,0.0012872,0.0012872
74,717.358,0.62935,0.39147,0.84496,0.99966,1,0.995,0.84624,0.71816,0.34521,0.85951,0.0012773,0.0012773,0.0012773
75,726.984,0.60277,0.37419,0.8542,0.99936,1,0.995,0.85049,0.69359,0.33987,0.86043,0.0012674,0.0012674,0.0012674
76,737.479,0.61579,0.37593,0.85318,0.99929,1,0.995,0.83341,0.68926,0.33818,0.86568,0.0012575,0.0012575,0.0012575
77,747.625,0.58365,0.36509,0.82919,0.99759,1,0.995,0.84372,0.68374,0.33515,0.85513,0.0012476,0.0012476,0.0012476
78,756.558,0.60176,0.36953,0.8578,0.99102,1,0.99492,0.82399,0.73472,0.36804,0.86709,0.0012377,0.0012377,0.0012377
79,766.839,0.62962,0.37837,0.86995,0.99393,1,0.995,0.83897,0.72115,0.34504,0.86466,0.0012278,0.0012278,0.0012278
80,777.209,0.5934,0.35402,0.84564,0.99647,1,0.995,0.84972,0.69973,0.33527,0.87309,0.0012179,0.0012179,0.0012179
81,785.897,0.61159,0.36535,0.85788,0.99121,1,0.995,0.83548,0.7179,0.34275,0.86871,0.001208,0.001208,0.001208
82,796.102,0.60207,0.36536,0.84876,0.99921,1,0.995,0.84478,0.69639,0.34002,0.86106,0.0011981,0.0011981,0.0011981
83,806.463,0.56342,0.34308,0.84723,1,0.99843,0.995,0.84882,0.67987,0.33957,0.85595,0.0011882,0.0011882,0.0011882
84,815.138,0.58779,0.37061,0.84439,0.99929,1,0.995,0.8423,0.70544,0.32975,0.8622,0.0011783,0.0011783,0.0011783
85,825.254,0.58967,0.35119,0.8382,0.99951,1,0.995,0.85199,0.69587,0.33528,0.86003,0.0011684,0.0011684,0.0011684
86,835.679,0.57907,0.36395,0.85563,0.9991,1,0.995,0.84727,0.73988,0.35094,0.87686,0.0011585,0.0011585,0.0011585
87,844.303,0.60081,0.36433,0.85416,0.99943,1,0.995,0.84014,0.70949,0.34072,0.87241,0.0011486,0.0011486,0.0011486
88,854.706,0.55629,0.36479,0.82264,0.99929,1,0.995,0.8404,0.71293,0.32442,0.8666,0.0011387,0.0011387,0.0011387
89,864.932,0.5945,0.36537,0.84415,0.99859,1,0.995,0.84207,0.67857,0.32817,0.85601,0.0011288,0.0011288,0.0011288
90,873.372,0.57339,0.34658,0.84056,0.99732,1,0.995,0.84498,0.68252,0.34322,0.8566,0.0011189,0.0011189,0.0011189
91,883.413,0.56209,0.36236,0.82669,0.9988,1,0.995,0.82498,0.72771,0.33589,0.864,0.001109,0.001109,0.001109
92,893.896,0.60664,0.36262,0.85297,0.9992,1,0.995,0.83061,0.72871,0.33986,0.86335,0.0010991,0.0010991,0.0010991
93,902.868,0.56667,0.34687,0.81614,0.99917,1,0.995,0.835,0.7058,0.32871,0.86434,0.0010892,0.0010892,0.0010892
94,912.547,0.5645,0.35146,0.84662,0.9993,1,0.995,0.83019,0.68974,0.33316,0.85495,0.0010793,0.0010793,0.0010793
95,922.824,0.55001,0.3423,0.84638,0.99955,1,0.995,0.85338,0.69327,0.31516,0.85751,0.0010694,0.0010694,0.0010694
96,932.433,0.59304,0.35516,0.85407,0.99904,1,0.995,0.84548,0.68445,0.32561,0.85146,0.0010595,0.0010595,0.0010595
97,941.612,0.5899,0.36067,0.85293,0.99742,1,0.995,0.83865,0.68068,0.33136,0.8491,0.0010496,0.0010496,0.0010496
98,951.997,0.57207,0.34713,0.83825,0.99867,1,0.995,0.85491,0.66424,0.32228,0.84741,0.0010397,0.0010397,0.0010397
99,962.025,0.53761,0.34229,0.82544,0.99966,1,0.995,0.83807,0.68883,0.32018,0.86368,0.0010298,0.0010298,0.0010298
100,970.962,0.54835,0.36416,0.81526,1,0.99974,0.995,0.83614,0.68701,0.32982,0.86265,0.0010199,0.0010199,0.0010199
101,981.04,0.54251,0.47813,0.84545,1,0.99929,0.995,0.85197,0.69188,0.31349,0.85767,0.00101,0.00101,0.00101
102,991.288,0.54079,0.33231,0.82345,0.99992,1,0.995,0.83829,0.68834,0.33281,0.86552,0.0010001,0.0010001,0.0010001
103,999.751,0.56937,0.35759,0.8541,0.99959,1,0.995,0.84114,0.70937,0.32601,0.86246,0.0009902,0.0009902,0.0009902
104,1009.89,0.5487,0.33682,0.83299,0.99952,1,0.995,0.84658,0.70842,0.31462,0.8556,0.0009803,0.0009803,0.0009803
105,1020.15,0.54416,0.33793,0.8311,0.99905,1,0.995,0.84516,0.69273,0.32303,0.85502,0.0009704,0.0009704,0.0009704
106,1028.67,0.55485,0.34021,0.84708,0.99936,1,0.995,0.84146,0.69039,0.31957,0.84924,0.0009605,0.0009605,0.0009605
107,1038.81,0.56358,0.33282,0.84313,0.99949,1,0.995,0.83072,0.70395,0.32741,0.85097,0.0009506,0.0009506,0.0009506
108,1048.93,0.5223,0.33169,0.83123,0.99905,1,0.995,0.8391,0.71442,0.33488,0.85192,0.0009407,0.0009407,0.0009407
109,1057.5,0.53346,0.3322,0.81356,0.99947,1,0.995,0.84736,0.6902,0.31742,0.84847,0.0009308,0.0009308,0.0009308
110,1067.65,0.53265,0.32641,0.83458,0.99954,1,0.995,0.8465,0.70136,0.32317,0.85484,0.0009209,0.0009209,0.0009209
111,1077.76,0.55464,0.3429,0.84943,0.99946,1,0.995,0.84126,0.69743,0.30984,0.85946,0.000911,0.000911,0.000911
112,1086.29,0.52412,0.31856,0.83607,0.99953,1,0.995,0.84762,0.69557,0.31441,0.85539,0.0009011,0.0009011,0.0009011
113,1096.38,0.52897,0.32583,0.84052,0.99944,1,0.995,0.85297,0.69711,0.30837,0.85459,0.0008912,0.0008912,0.0008912
114,1106.48,0.53905,0.33385,0.83992,0.99951,1,0.995,0.83827,0.72051,0.31782,0.85542,0.0008813,0.0008813,0.0008813
115,1115.2,0.56621,0.33889,0.83644,0.99953,1,0.995,0.83982,0.71764,0.31541,0.85576,0.0008714,0.0008714,0.0008714
116,1125.25,0.58458,0.34887,0.84282,0.99949,1,0.995,0.84064,0.69804,0.30685,0.85262,0.0008615,0.0008615,0.0008615
117,1135.4,0.52752,0.33163,0.84006,0.99956,1,0.995,0.83993,0.69158,0.30464,0.84995,0.0008516,0.0008516,0.0008516
118,1143.93,0.51607,0.32337,0.83145,0.99976,1,0.995,0.84768,0.69012,0.31776,0.85384,0.0008417,0.0008417,0.0008417
119,1154.11,0.51947,0.33205,0.83028,0.99954,1,0.995,0.84593,0.69077,0.31715,0.84961,0.0008318,0.0008318,0.0008318
120,1164.43,0.50751,0.3131,0.81732,0.99883,1,0.995,0.84526,0.66734,0.30642,0.84067,0.0008219,0.0008219,0.0008219
121,1173.07,0.50365,0.32067,0.83294,0.99944,1,0.995,0.84211,0.69709,0.31125,0.84847,0.000812,0.000812,0.000812
122,1183.27,0.54563,0.36682,0.84623,0.99944,1,0.995,0.84834,0.69166,0.30767,0.84778,0.0008021,0.0008021,0.0008021
123,1193.37,0.51735,0.32443,0.82954,0.99964,1,0.995,0.84568,0.69026,0.31554,0.84994,0.0007922,0.0007922,0.0007922
124,1201.88,0.52254,0.32317,0.84783,0.99964,1,0.995,0.85219,0.69711,0.30902,0.85228,0.0007823,0.0007823,0.0007823
125,1212.03,0.51798,0.31907,0.83143,0.99962,1,0.995,0.84097,0.69607,0.30126,0.85621,0.0007724,0.0007724,0.0007724
126,1222.35,0.53348,0.32337,0.8415,0.99947,1,0.995,0.84348,0.69695,0.30151,0.85035,0.0007625,0.0007625,0.0007625
127,1230.92,0.52409,0.32249,0.83361,0.99943,1,0.995,0.83928,0.68677,0.30598,0.85259,0.0007526,0.0007526,0.0007526
128,1241.09,0.53436,0.32717,0.8372,0.99946,1,0.995,0.85237,0.67767,0.30645,0.85088,0.0007427,0.0007427,0.0007427
129,1251.15,0.52211,0.31666,0.83723,0.99927,1,0.995,0.84294,0.71469,0.31512,0.85334,0.0007328,0.0007328,0.0007328
130,1260.01,0.52932,0.32053,0.82452,0.9992,1,0.995,0.84042,0.72175,0.31093,0.8532,0.0007229,0.0007229,0.0007229
131,1270.32,0.48664,0.31043,0.82673,0.99937,1,0.995,0.84009,0.69315,0.30754,0.85012,0.000713,0.000713,0.000713
132,1280.33,0.48104,0.30655,0.8106,0.99945,1,0.995,0.83867,0.69169,0.31393,0.84908,0.0007031,0.0007031,0.0007031
133,1288.95,0.49698,0.32031,0.83556,0.99944,1,0.995,0.84577,0.69804,0.30988,0.84858,0.0006932,0.0006932,0.0006932
134,1298.9,0.50117,0.31158,0.84421,0.9992,1,0.995,0.84195,0.70182,0.30227,0.84965,0.0006833,0.0006833,0.0006833
135,1309.01,0.49504,0.31918,0.8317,0.9993,1,0.995,0.84659,0.672,0.29344,0.8431,0.0006734,0.0006734,0.0006734
136,1318.04,0.53483,0.31651,0.85047,0.9995,1,0.995,0.85415,0.66765,0.29053,0.84221,0.0006635,0.0006635,0.0006635
137,1327.8,0.48641,0.30279,0.82946,0.99948,1,0.995,0.84232,0.69287,0.29403,0.84561,0.0006536,0.0006536,0.0006536
138,1338.08,0.50461,0.31527,0.83703,0.9995,1,0.995,0.85014,0.69262,0.29196,0.84881,0.0006437,0.0006437,0.0006437
139,1347.8,0.49638,0.30754,0.84236,0.99925,1,0.995,0.85766,0.67886,0.29622,0.84932,0.0006338,0.0006338,0.0006338
140,1357.2,0.50764,0.30872,0.83533,0.99909,1,0.995,0.84357,0.70475,0.30544,0.84713,0.0006239,0.0006239,0.0006239
141,1367.8,0.48071,0.30908,0.8332,0.99948,1,0.995,0.8566,0.6811,0.30134,0.84835,0.000614,0.000614,0.000614
142,1377.83,0.51055,0.31991,0.82507,0.99953,1,0.995,0.84951,0.68855,0.31284,0.85104,0.0006041,0.0006041,0.0006041
143,1386.67,0.48985,0.31494,0.83261,0.99938,1,0.995,0.84349,0.6942,0.30587,0.85426,0.0005942,0.0005942,0.0005942
144,1397.01,0.48443,0.30485,0.83144,0.99947,1,0.995,0.85843,0.6638,0.29819,0.84677,0.0005843,0.0005843,0.0005843
145,1407.22,0.50185,0.30489,0.83762,0.99949,1,0.995,0.85024,0.68376,0.30126,0.8478,0.0005744,0.0005744,0.0005744
146,1415.79,0.48719,0.30022,0.83235,0.9995,1,0.995,0.85278,0.68232,0.29873,0.84747,0.0005645,0.0005645,0.0005645
147,1426.03,0.48613,0.3004,0.84433,0.9995,1,0.995,0.84117,0.69958,0.30441,0.84792,0.0005546,0.0005546,0.0005546
148,1436.51,0.48788,0.30061,0.82558,0.99958,1,0.995,0.85231,0.6698,0.29812,0.84718,0.0005447,0.0005447,0.0005447
149,1445.41,0.4791,0.29386,0.82548,0.99954,1,0.995,0.85529,0.67001,0.2929,0.84717,0.0005348,0.0005348,0.0005348
150,1455.69,0.45661,0.29275,0.82799,0.99949,1,0.995,0.85333,0.67429,0.29615,0.84495,0.0005249,0.0005249,0.0005249
151,1466.13,0.50309,0.31045,0.83069,0.99943,1,0.995,0.85529,0.68168,0.2918,0.84442,0.000515,0.000515,0.000515
152,1475.07,0.47635,0.30271,0.82252,0.99947,1,0.995,0.84906,0.68173,0.2932,0.84442,0.0005051,0.0005051,0.0005051
153,1485.17,0.48618,0.30324,0.82392,0.99951,1,0.995,0.85699,0.66872,0.29118,0.84377,0.0004952,0.0004952,0.0004952
154,1495.58,0.46521,0.29219,0.79366,0.99941,1,0.995,0.85309,0.68677,0.30143,0.8505,0.0004853,0.0004853,0.0004853
155,1504.82,0.49279,0.30146,0.83529,0.99949,1,0.995,0.85711,0.67494,0.29644,0.84789,0.0004754,0.0004754,0.0004754
156,1514.8,0.46923,0.28863,0.82961,0.99953,1,0.995,0.8516,0.67679,0.2932,0.84552,0.0004655,0.0004655,0.0004655
157,1524.94,0.47988,0.30001,0.84586,0.99959,1,0.995,0.85365,0.67291,0.29401,0.84483,0.0004556,0.0004556,0.0004556
158,1534.47,0.46823,0.29483,0.82844,0.9996,1,0.995,0.85522,0.66903,0.2961,0.83904,0.0004457,0.0004457,0.0004457
159,1544.42,0.48558,0.29333,0.82857,0.99941,1,0.995,0.84379,0.661,0.29373,0.83766,0.0004358,0.0004358,0.0004358
160,1554.81,0.48041,0.29137,0.83472,0.99956,1,0.995,0.85485,0.66843,0.29496,0.84261,0.0004259,0.0004259,0.0004259
161,1565.15,0.47914,0.2987,0.83384,0.99958,1,0.995,0.85359,0.67579,0.28921,0.84314,0.000416,0.000416,0.000416
162,1574.17,0.47605,0.30375,0.83649,0.99953,1,0.995,0.852,0.66648,0.29573,0.84295,0.0004061,0.0004061,0.0004061
163,1584.63,0.46863,0.29237,0.82967,0.9995,1,0.995,0.86153,0.67668,0.28668,0.84365,0.0003962,0.0003962,0.0003962
164,1595.02,0.45051,0.28354,0.83132,0.9995,1,0.995,0.85504,0.67309,0.2897,0.8437,0.0003863,0.0003863,0.0003863
165,1603.8,0.46162,0.2966,0.82931,0.99947,1,0.995,0.85071,0.66903,0.29034,0.84308,0.0003764,0.0003764,0.0003764
166,1614.58,0.43511,0.27627,0.79407,0.99945,1,0.995,0.84998,0.66627,0.28687,0.84587,0.0003665,0.0003665,0.0003665
167,1624.93,0.44984,0.28051,0.83114,0.99949,1,0.995,0.85308,0.67036,0.28508,0.84353,0.0003566,0.0003566,0.0003566
168,1633.67,0.43339,0.27622,0.81332,0.99949,1,0.995,0.85944,0.66729,0.28115,0.84264,0.0003467,0.0003467,0.0003467
169,1644.12,0.45254,0.28768,0.82971,0.99952,1,0.995,0.86197,0.6616,0.28356,0.84067,0.0003368,0.0003368,0.0003368
170,1654.92,0.44014,0.28427,0.82283,0.99955,1,0.995,0.855,0.65124,0.28714,0.84169,0.0003269,0.0003269,0.0003269
171,1663.9,0.4333,0.27171,0.80038,0.99951,1,0.995,0.84974,0.66595,0.28598,0.84342,0.000317,0.000317,0.000317
172,1674.18,0.4476,0.28624,0.8298,0.99918,1,0.995,0.84694,0.66669,0.28526,0.84603,0.0003071,0.0003071,0.0003071
173,1684.6,0.46783,0.30797,0.83194,0.99902,1,0.995,0.85515,0.66577,0.28957,0.84401,0.0002972,0.0002972,0.0002972
174,1694.01,0.44953,0.28292,0.83946,0.99486,1,0.995,0.85293,0.66536,0.28738,0.84397,0.0002873,0.0002873,0.0002873
175,1703.82,0.43785,0.27841,0.83078,0.99915,1,0.995,0.85612,0.65421,0.28008,0.84211,0.0002774,0.0002774,0.0002774
176,1714.28,0.44312,0.26965,0.83031,0.99949,1,0.995,0.85716,0.65304,0.28345,0.84262,0.0002675,0.0002675,0.0002675
177,1723.98,0.42091,0.27413,0.81804,0.99897,1,0.995,0.84778,0.6685,0.28745,0.844,0.0002576,0.0002576,0.0002576
178,1733.31,0.4376,0.27894,0.82561,0.99865,1,0.995,0.86185,0.6615,0.28262,0.84287,0.0002477,0.0002477,0.0002477
179,1743.56,0.40941,0.25951,0.79396,0.99493,1,0.995,0.85489,0.66643,0.28491,0.84458,0.0002378,0.0002378,0.0002378
180,1753.91,0.43551,0.27823,0.82324,0.99877,1,0.995,0.85762,0.65722,0.27966,0.84214,0.0002279,0.0002279,0.0002279
181,1762.62,0.44225,0.27748,0.82618,0.99951,1,0.995,0.85091,0.66213,0.28057,0.8416,0.000218,0.000218,0.000218
182,1772.95,0.4232,0.27975,0.83421,0.99954,1,0.995,0.84701,0.67333,0.27887,0.84285,0.0002081,0.0002081,0.0002081
183,1783.36,0.43868,0.27669,0.81857,0.99954,1,0.995,0.8487,0.66144,0.27706,0.84404,0.0001982,0.0001982,0.0001982
184,1792.13,0.42027,0.26476,0.8178,0.99957,1,0.995,0.85189,0.66363,0.2773,0.84495,0.0001883,0.0001883,0.0001883
185,1802.56,0.42573,0.27196,0.82818,0.99956,1,0.995,0.85633,0.65905,0.27939,0.84347,0.0001784,0.0001784,0.0001784
186,1812.79,0.43311,0.27491,0.82592,0.99955,1,0.995,0.8532,0.65335,0.28264,0.84337,0.0001685,0.0001685,0.0001685
187,1821.56,0.40912,0.26336,0.81224,0.99956,1,0.995,0.85342,0.65306,0.27289,0.84223,0.0001586,0.0001586,0.0001586
188,1831.87,0.40201,0.2652,0.81643,0.99958,1,0.995,0.85553,0.66463,0.27213,0.84512,0.0001487,0.0001487,0.0001487
189,1842.17,0.42447,0.27282,0.82561,0.99958,1,0.995,0.8612,0.66132,0.27645,0.8442,0.0001388,0.0001388,0.0001388
190,1850.74,0.41818,0.26858,0.81519,0.99959,1,0.995,0.85067,0.66542,0.27819,0.84449,0.0001289,0.0001289,0.0001289
191,1862.96,0.36793,0.24047,0.78923,0.99943,1,0.995,0.85052,0.66831,0.28018,0.85,0.000119,0.000119,0.000119
192,1873.23,0.37577,0.23548,0.78752,0.99939,1,0.995,0.85155,0.67446,0.28026,0.8499,0.0001091,0.0001091,0.0001091
193,1883.06,0.37179,0.236,0.80373,0.99945,1,0.995,0.85406,0.65892,0.27625,0.84825,9.92e-05,9.92e-05,9.92e-05
194,1891.74,0.35979,0.23277,0.80784,0.99949,1,0.995,0.84973,0.66608,0.28064,0.85012,8.93e-05,8.93e-05,8.93e-05
195,1901.8,0.35993,0.22976,0.80461,0.9995,1,0.995,0.8528,0.66443,0.28293,0.85123,7.94e-05,7.94e-05,7.94e-05
